Fid,Age,Gender,Street ,City,Latitude,Longitude,DateTime,Consumed_Power_Units,Sector,Division,Label
10.42.0.211-10.42.0.1-63073-53-17,57,Male,1290 Hornby Street,Vancouver,49.277443,-123.129418,14-01-23 13:30,1865,Commercial Shops,Div10,0
169.45.219.232-10.42.0.211-443-37515-6,43,Female,1290 Hornby Street,Vancouver,49.277443,-123.129418,14-01-23 14:56,650,Industrial,Div11,1
10.42.0.42-42.236.125.112-48506-80-6,62,Female,1669 East Broadway,Vancouver,49.262625,-123.070543,14-01-23 15:08,1520,Residential,Div7,0
172.217.10.46-10.42.0.151-443-49408-6,59,Female,1669 East Broadway,Vancouver,49.262625,-123.070543,14-01-23 15:14,1340,Transportation,Div6,1
10.42.0.211-64.71.142.120-53880-443-6,59,Male,210-221 W Esplanade,North Vancouver,49.312388,-123.08366,14-01-23 15:18,1090,Commerical,Div5,0
172.217.10.238-10.42.0.151-443-58013-6,58,Male,210-221 W Esplanade,North Vancouver,49.312388,-123.08366,14-01-23 15:24,1250,Commercial Shops,Div4,0
10.42.0.211-52.197.242.223-34301-443-6,70,Male,103-650 Terminal Avenue S,Nanaimo,49.163718,-123.933743,14-01-23 15:32,1400,Industrial,Div3,0
10.42.0.211-31.13.71.52-60528-80-6,72,Male,103-650 Terminal Avenue S,Nanaimo,49.163718,-123.933743,14-01-23 15:37,1756,Residential,Div15,0
10.42.0.211-10.42.0.1-50765-53-17,54,Male,207-1040 Shoppers Row,Campbell River,50.026139,-125.244391,14-01-23 15:47,4728,Transportation,Div12,0
10.42.0.151-10.42.0.1-60239-53-17,59,Female,207-1040 Shoppers Row,Campbell River,50.026139,-125.244391,14-01-23 15:47,1540,Commerical,Div11,1
172.217.10.67-10.42.0.211-443-45177-6,56,Male,207-1040 Shoppers Row,Campbell River,50.026139,-125.244391,14-01-23 15:53,1220,Commercial Shops,Div11,1
10.42.0.211-106.39.162.36-53895-80-6,57,Male,207-1040 Shoppers Row,Campbell River,50.026139,-125.244391,14-01-23 16:01,1190,Industrial,Div10,0
172.217.7.196-10.42.0.42-443-48776-6,75,Male,207-1040 Shoppers Row,Campbell River,50.026139,-125.244391,14-01-23 16:19,4350,Residential,Div1,0
175.100.207.232-10.42.0.42-80-40399-6,63,Male,207-1040 Shoppers Row,Campbell River,50.026139,-125.244391,14-01-23 16:25,1830,Transportation,Div2,0
172.217.3.110-10.42.0.151-443-44043-6,55,Male,71 Government Street,Duncan,48.777091,-123.708273,14-01-23 16:26,4180,Commerical,Div4,1
172.217.10.42-10.42.0.211-443-38691-6,44,Male,71 Government Street,Duncan,48.777091,-123.708273,14-01-23 16:58,1600,Commercial Shops,Div10,1
199.16.156.200-10.42.0.211-443-51123-6,59,Female,71 Government Street,Duncan,48.777091,-123.708273,14-01-23 17:06,5479,Industrial,Div11,1
10.42.0.211-10.42.0.1-59103-53-17,69,Female,71 Government Street,Duncan,48.777091,-123.708273,14-01-23 17:12,2744,Residential,Div7,1
10.42.0.211-23.208.26.242-36317-443-6,64,Male,71 Government Street,Duncan,48.777091,-123.708273,14-01-23 17:21,1571,Transportation,Div6,1
10.42.0.151-10.42.0.1-46431-53-17,60,Female,71 Government Street,Duncan,48.777091,-123.708273,14-01-23 17:21,3710,Commerical,Div5,0
10.42.0.1-10.42.0.42-53-28232-17,46,Male,1250 Quadra Street,Victoria,48.425242,-123.359572,14-01-23 17:34,1090,Commercial Shops,Div4,1
10.42.0.211-23.206.125.17-34380-80-6,47,Female,1250 Quadra Street,Victoria,48.425242,-123.359572,14-01-23 17:38,640,Industrial,Div3,0
172.217.10.106-10.42.0.151-443-50730-6,63,Male,1250 Quadra Street,Victoria,48.425242,-123.359572,14-01-23 17:41,840,Residential,Div15,0
205.185.216.10-10.42.0.42-80-52886-6,61,Male,1250 Quadra Street,Victoria,48.425242,-123.359572,14-01-23 17:48,980,Transportation,Div12,0
224.0.0.251-10.42.0.1-5353-5353-17,61,Female,1250 Quadra Street,Victoria,48.425242,-123.359572,14-01-23 17:53,89,Commerical,Div11,1
183.79.248.252-10.42.0.151-443-41050-6,52,Male,1250 Quadra Street,Victoria,48.425242,-123.359572,14-01-23 17:54,3969,Commercial Shops,Div1,0
172.217.10.132-10.42.0.42-443-37246-6,47,Female,3151 Barons Road,Nanaimo,49.20859,-124.00188,14-01-23 18:03,3240,Industrial,Div2,1
10.42.0.151-54.192.38.7-43591-443-6,53,Female,3151 Barons Road,Nanaimo,49.20859,-124.00188,14-01-23 18:11,2366,Residential,Div4,0
172.217.10.136-10.42.0.42-443-42289-6,57,Male,3151 Barons Road,Nanaimo,49.20859,-124.00188,14-01-23 18:37,1040,Transportation,Div10,1
10.42.0.151-108.174.10.10-33881-80-6,60,Female,3151 Barons Road,Nanaimo,49.20859,-124.00188,14-01-23 18:46,950,Commerical,Div11,0
10.42.0.211-23.194.180.131-57741-443-6,62,Male,3151 Barons Road,Nanaimo,49.20859,-124.00188,14-01-23 19:15,2806,Commercial Shops,Div7,1
172.217.10.226-10.42.0.42-443-60326-6,64,Female,3151 Barons Road,Nanaimo,49.20859,-124.00188,15-01-23,433,Industrial,Div6,1
10.42.0.42-59.38.112.48-48519-443-6,62,Male,4780 Roger Street,Port Alberni,49.254523,-124.806431,15-01-23 8:09,1140,Residential,Div5,0
10.42.0.211-10.42.0.1-11712-53-17,60,Female,4780 Roger Street,Port Alberni,49.254523,-124.806431,15-01-23 8:26,250,Transportation,Div4,1
172.217.6.234-10.42.0.211-443-41639-6,69,Female,4780 Roger Street,Port Alberni,49.254523,-124.806431,15-01-23 8:43,525,Commerical,Div3,0
10.42.0.42-13.107.3.128-39304-443-6,51,Female,4780 Roger Street,Port Alberni,49.254523,-124.806431,15-01-23 8:52,693,Commercial Shops,Div15,0
10.42.0.1-10.42.0.42-53-58417-17,57,Male,4780 Roger Street,Port Alberni,49.254523,-124.806431,15-01-23 9:07,1650,Industrial,Div12,1
10.42.0.211-106.11.94.27-57975-443-6,63,Female,4780 Roger Street,Port Alberni,49.254523,-124.806431,15-01-23 9:50,3848,Residential,Div11,1
10.42.0.211-111.1.17.152-34919-8077-6,42,Male,272 Main Street,Ucluelet,49.15332,-125.909777,15-01-23 10:01,2196,Transportation,Div10,0
10.42.0.211-115.239.210.141-58596-80-6,47,Male,272 Main Street,Ucluelet,49.15332,-125.909777,15-01-23 10:20,2187,Commerical,Div1,1
198.11.132.221-10.42.0.211-443-35896-6,70,Female,272 Main Street,Ucluelet,49.15332,-125.909777,15-01-23 10:29,1190,Commercial Shops,Div2,0
10.42.0.211-52.84.143.103-37749-443-6,56,Male,272 Main Street,Ucluelet,49.15332,-125.909777,15-01-23 10:33,1350,Industrial,Div4,1
172.217.11.14-10.42.0.151-443-55272-6,81,Female,272 Main Street,Ucluelet,49.15332,-125.909777,15-01-23 10:49,1350,Residential,Div10,0
205.204.101.182-10.42.0.211-443-60121-6,56,Female,272 Main Street,Ucluelet,49.15332,-125.909777,15-01-23 10:56,1280,Transportation,Div11,1
10.42.0.211-64.71.142.124-39418-443-6,65,Female,7070 Shorncliff Road,Port Hardy,50.720632,-127.490085,15-01-23 11:08,1140,Commerical,Div7,0
10.42.0.211-72.21.206.140-54193-443-6,72,Female,7070 Shorncliff Road,Port Hardy,50.720632,-127.490085,15-01-23 11:13,4264,Commercial Shops,Div6,0
172.217.10.142-10.42.0.42-443-60123-6,53,Male,7070 Shorncliff Road,Port Hardy,50.720632,-127.490085,15-01-23 11:26,288,Industrial,Div5,0
10.42.0.1-10.42.0.42-53-62949-17,45,Female,7070 Shorncliff Road,Port Hardy,50.720632,-127.490085,15-01-23 11:27,1430,Residential,Div4,0
192.229.173.173-10.42.0.211-80-49914-6,70,Female,7070 Shorncliff Road,Port Hardy,50.720632,-127.490085,15-01-23 11:53,600,Transportation,Div3,0
140.205.164.47-10.42.0.151-443-57432-6,68,Male,7070 Shorncliff Road,Port Hardy,50.720632,-127.490085,15-01-23 12:19,1700,Commerical,Div15,1
10.42.0.211-61.135.185.139-54819-80-6,64,Male,2750 Kingcome Place,Port McNeill,50.58026,-127.067379,15-01-23 12:58,1617,Commercial Shops,Div12,1
10.42.0.151-52.216.1.211-41820-443-6,53,Female,2750 Kingcome Place,Port McNeill,50.58026,-127.067379,15-01-23 13:05,7492,Industrial,Div11,0
10.42.0.211-34.197.129.91-49828-443-6,49,Female,2750 Kingcome Place,Port McNeill,50.58026,-127.067379,15-01-23 13:08,24500,Residential,Div1,0
10.42.0.151-52.177.171.143-33669-443-6,79,Male,2750 Kingcome Place,Port McNeill,50.58026,-127.067379,15-01-23 13:14,3321,Transportation,Div2,0
172.217.6.202-10.42.0.151-443-49843-6,48,Male,2750 Kingcome Place,Port McNeill,50.58026,-127.067379,15-01-23 13:19,600,Commerical,Div4,1
209.10.120.26-10.42.0.211-80-39802-6,56,Male,2750 Kingcome Place,Port McNeill,50.58026,-127.067379,15-01-23 15:01,2278,Commercial Shops,Div10,1
10.42.0.211-66.231.239.122-57320-80-6,59,Male,101-742 Cliffe Avenue,Courtenay,49.683892,-124.989387,15-01-23 15:30,3330,Industrial,Div11,1
10.42.0.211-69.147.82.215-35050-443-6,59,Male,101-742 Cliffe Avenue,Courtenay,49.683892,-124.989387,15-01-23 15:33,2006,Residential,Div2,1
10.42.0.151-10.42.0.1-41264-53-17,54,Female,101-742 Cliffe Avenue,Courtenay,49.683892,-124.989387,15-01-23 15:43,1640,Transportation,Div4,1
10.42.0.211-23.203.49.224-39585-443-6,56,Male,101-742 Cliffe Avenue,Courtenay,49.683892,-124.989387,15-01-23 16:09,1829,Commerical,Div10,0
172.217.6.202-10.42.0.151-443-51615-6,68,Male,101-742 Cliffe Avenue,Courtenay,49.683892,-124.989387,15-01-23 16:20,2280,Commercial Shops,Div11,1
140.205.62.20-10.42.0.42-80-37448-6,49,Female,101-742 Cliffe Avenue,Courtenay,49.683892,-124.989387,15-01-23 16:29,3600,Industrial,Div7,0
10.42.0.151-123.125.29.138-37205-443-6,56,Male,1125 Pembroke Street,Victoria,48.431855,-123.351671,15-01-23 16:46,1100,Residential,Div6,0
10.42.0.42-52.94.232.33-33827-443-6,54,Female,1125 Pembroke Street,Victoria,48.431855,-123.351671,15-01-23 17:17,2280,Transportation,Div5,0
10.42.0.211-113.200.98.174-54230-80-6,60,Male,1125 Pembroke Street,Victoria,48.431855,-123.351671,15-01-23 17:31,1227,Commerical,Div4,1
172.217.12.138-10.42.0.151-443-54839-6,67,Male,1125 Pembroke Street,Victoria,48.431855,-123.351671,15-01-23 17:39,4778,Commercial Shops,Div3,0
172.217.10.234-10.42.0.211-443-50197-6,71,Male,1125 Pembroke Street,Victoria,48.431855,-123.351671,15-01-23 18:04,3296,Industrial,Div15,1
10.42.0.151-54.239.17.113-58516-443-6,64,Female,1125 Pembroke Street,Victoria,48.431855,-123.351671,17-01-23 15:35,1180,Residential,Div12,0
173.194.205.188-10.42.0.211-5228-60825-6,72,Male,2328 Trent Street,Victoria,48.43242,-123.323847,18-01-23,1640,Transportation,Div11,1
172.217.7.228-10.42.0.211-443-43275-6,80,Male,6276 Wicks Road,Duncan,48.799137,-123.685037,18-01-23 9:15,1640,Commerical,Div1,0
239.255.255.250-10.42.0.1-1900-35491-17,62,Female,49 School Road,Alert Bay,50.583656,-126.926661,18-01-23 9:34,1040,Commercial Shops,Div2,1
10.42.0.42-106.11.129.143-55477-80-6,60,Female,1952 Bay Street,Victoria,48.434061,-123.326541,18-01-23 9:45,3750,Industrial,Div4,1
192.229.173.173-10.42.0.211-80-46885-6,45,Male,2750 Kingcome Place,Port McNeill,50.58026,-127.067379,18-01-23 9:52,1240,Residential,Div10,0
10.42.0.211-121.12.98.63-47427-80-6,50,Female,1200 Dufferin Crescent,Nanaimo,49.183502,-123.969945,18-01-23 10:07,1540,Transportation,Div11,1
158.85.58.101-10.42.0.211-5222-41037-6,58,Female,3045 Gibbins Road,Duncan,48.785009,-123.723323,18-01-23 10:19,1100,Commerical,Div7,0
222.73.28.96-10.42.0.211-80-55880-6,62,Male,9120 Granville Street,Port Hardy,50.720244,-127.503215,18-01-23 10:47,600,Commercial Shops,Div6,0
10.42.0.211-10.42.0.1-40599-53-17,60,Female,101 Lerwick Road,Courtenay,49.712428,-124.969565,18-01-23 10:53,1280,Industrial,Div5,1
172.217.12.170-10.42.0.211-443-55260-6,69,Female,2328 Trent Street,Victoria,48.43242,-123.323847,18-01-23 10:56,1370,Residential,Div4,1
172.217.10.106-10.42.0.151-443-54459-6,45,Male,2328 Trent Street,Victoria,48.43242,-123.323847,18-01-23 11:13,1140,Transportation,Div3,0
10.42.0.42-14.17.42.57-41607-80-6,43,Female,1 Hospital Way,Victoria,48.466809,-123.432576,18-01-23 12:09,1640,Commerical,Div15,1
157.240.18.36-10.42.0.211-443-45197-6,55,Male,1125 Pembroke Street,Victoria,48.431855,-123.351671,18-01-23 12:38,6394,Commercial Shops,Div12,0
173.241.242.143-10.42.0.211-443-49814-6,58,Female,1125 Pembroke Street,Victoria,48.431855,-123.351671,18-01-23 12:48,9380,Industrial,Div11,1
10.42.0.42-106.39.169.66-43528-443-6,61,Female,1125 Pembroke Street,Victoria,48.431855,-123.351671,18-01-23 13:13,2192,Residential,Div11,0
180.76.145.14-10.42.0.211-80-45078-6,65,Female,2000 Island Highway N,Nanaimo,49.191493,-123.966722,18-01-23 13:23,1604,Transportation,Div10,1
8.8.8.8-10.42.0.211-53-39064-17,62,Male,2000 Island Highway N,Nanaimo,49.191493,-123.966722,18-01-23 13:34,1615,Commerical,Div1,0
172.217.11.35-10.42.0.151-80-54189-6,72,Female,2000 Island Highway N,Nanaimo,49.191493,-123.966722,18-01-23 13:47,1215,Commercial Shops,Div2,0
10.42.0.211-10.42.0.1-16237-53-17,67,Female,1125 Pembroke Street,Victoria,48.431855,-123.351671,18-01-23 15:31,1230,Industrial,Div4,0
157.55.130.167-10.42.0.151-40019-49952-6,69,Female,1125 Pembroke Street,Victoria,48.431855,-123.351671,18-01-23 15:36,1820,Residential,Div10,0
10.42.0.211-118.178.143.65-50070-80-6,73,Female,1125 Pembroke Street,Victoria,48.431855,-123.351671,18-01-23 15:52,2490,Transportation,Div11,0
10.42.0.151-104.254.66.16-34702-80-6,49,Male,3151 Barons Road,Nanaimo,49.20859,-124.00188,18-01-23 15:58,3387,Commerical,Div7,1
10.42.0.211-103.43.91.20-43143-443-6,54,Male,3151 Barons Road,Nanaimo,49.20859,-124.00188,18-01-23 16:07,1657,Commercial Shops,Div6,1
169.47.42.102-10.42.0.211-443-57250-6,80,Male,3151 Barons Road,Nanaimo,49.20859,-124.00188,18-01-23 16:16,2341,Industrial,Div5,0
10.42.0.211-50.17.232.169-37989-443-6,56,Male,4780 Roger Street,Port Alberni,49.254523,-124.806431,18-01-23 16:17,3583,Residential,Div4,0
10.42.0.42-111.202.114.77-53182-443-6,60,Male,4780 Roger Street,Port Alberni,49.254523,-124.806431,18-01-23 16:28,1245,Transportation,Div3,0
10.42.0.42-91.190.216.56-45808-12350-6,54,Male,4780 Roger Street,Port Alberni,49.254523,-124.806431,18-01-23 16:33,1910,Commerical,Div15,1
10.42.0.211-10.42.0.1-20639-53-17,47,Female,272 Main Street,Ucluelet,49.15332,-125.909777,18-01-23 16:36,3368,Commercial Shops,Div12,1
10.42.0.211-10.42.0.1-7292-53-17,63,Male,272 Main Street,Ucluelet,49.15332,-125.909777,18-01-23 16:41,3260,Industrial,Div11,1
10.42.0.211-52.85.101.173-53324-443-6,49,Male,272 Main Street,Ucluelet,49.15332,-125.909777,18-01-23 17:18,1208,Residential,Div1,1
10.42.0.211-10.42.0.1-31152-53-17,49,Female,101-742 Cliffe Avenue,Courtenay,49.683892,-124.989387,18-01-23 18:02,1775,Transportation,Div2,1
10.42.0.151-52.71.132.109-50014-443-6,62,Female,101-742 Cliffe Avenue,Courtenay,49.683892,-124.989387,19-01-23 8:27,1590,Commerical,Div4,0
203.205.158.52-10.42.0.211-80-59970-6,66,Female,101-742 Cliffe Avenue,Courtenay,49.683892,-124.989387,19-01-23 8:29,250,Commercial Shops,Div10,1
172.217.11.14-10.42.0.151-443-58850-17,53,Male,207-1040 Shoppers Row,Campbell River,50.026139,-125.244391,19-01-23 8:44,250,Industrial,Div11,0
172.217.10.67-10.42.0.151-443-57475-6,43,Male,207-1040 Shoppers Row,Campbell River,50.026139,-125.244391,19-01-23 8:59,250,Residential,Div7,0
10.42.0.211-106.11.129.143-45640-80-6,62,Female,207-1040 Shoppers Row,Campbell River,50.026139,-125.244391,19-01-23 9:08,250,Transportation,Div6,0
180.149.136.194-10.42.0.211-80-54171-6,53,Female,7070 Shorncliff Road,Port Hardy,50.720632,-127.490085,19-01-23 9:19,1376,Commerical,Div5,1
10.42.0.211-23.206.166.62-39742-80-6,61,Male,7070 Shorncliff Road,Port Hardy,50.720632,-127.490085,19-01-23 9:45,1190,Commercial Shops,Div4,0
169.47.42.202-10.42.0.211-5222-48419-6,42,Male,7070 Shorncliff Road,Port Hardy,50.720632,-127.490085,19-01-23 10:35,3200,Industrial,Div3,1
10.42.0.211-64.71.142.124-55911-443-6,37,Male,2750 Kingcome Place,Port McNeill,50.58026,-127.067379,19-01-23 10:37,1484,Residential,Div15,0
10.42.0.42-104.193.88.109-43936-80-6,78,Female,2750 Kingcome Place,Port McNeill,50.58026,-127.067379,19-01-23 11:05,3095,Transportation,Div11,1
192.229.173.173-10.42.0.211-80-49988-6,73,Male,2750 Kingcome Place,Port McNeill,50.58026,-127.067379,19-01-23 11:15,1090,Commerical,Div7,0
10.42.0.211-66.231.239.124-39984-80-6,57,Female,71 Government Street,Duncan,48.777091,-123.708273,19-01-23 11:22,1340,Commercial Shops,Div6,1
205.185.216.42-10.42.0.151-80-56640-6,55,Male,71 Government Street,Duncan,48.777091,-123.708273,19-01-23 11:32,1422,Industrial,Div5,1
183.79.250.123-10.42.0.211-443-33985-6,43,Female,71 Government Street,Duncan,48.777091,-123.708273,19-01-23 11:50,1090,Residential,Div4,0
10.42.0.151-10.42.0.1-32608-53-17,65,Female,489 Alberni Highway,Parksville,49.310477,-124.32557,19-01-23 12:03,2370,Transportation,Div3,1
172.217.1.163-10.42.0.211-443-37957-6,68,Female,489 Alberni Highway,Parksville,49.310477,-124.32557,19-01-23 12:05,4110,Commerical,Div15,0
202.77.129.150-10.42.0.211-443-44988-6,67,Female,489 Alberni Highway,Parksville,49.310477,-124.32557,19-01-23 12:07,4110,Commercial Shops,Div12,0
151.101.21.140-10.42.0.211-443-42602-6,55,Female,3088 Gibbins Road,Duncan,48.784926,-123.724208,19-01-23 12:10,4110,Industrial,Div11,1
10.42.0.211-106.11.94.27-58044-443-6,67,Male,3088 Gibbins Road,Duncan,48.784926,-123.724208,19-01-23 12:19,1395,Residential,Div1,1
172.217.12.205-10.42.0.42-443-58948-6,54,Female,3088 Gibbins Road,Duncan,48.784926,-123.724208,19-01-23 12:43,4110,Transportation,Div2,0
172.217.7.238-10.42.0.151-443-42706-6,42,Male,2328 Trent Street,Victoria,48.43242,-123.323847,19-01-23 12:52,3430,Commerical,Div4,1
10.42.0.211-10.42.0.1-1783-53-17,66,Male,2328 Trent Street,Victoria,48.43242,-123.323847,19-01-23 13:07,435,Commercial Shops,Div10,0
172.217.6.228-10.42.0.42-443-44968-6,67,Male,2328 Trent Street,Victoria,48.43242,-123.323847,19-01-23 13:21,250,Industrial,Div11,1
10.42.0.42-52.197.242.223-60378-443-6,54,Male,272 Main Street,Ucluelet,49.15332,-125.909777,19-01-23 13:33,250,Residential,Div7,0
10.42.0.211-64.71.142.124-46090-443-6,63,Female,272 Main Street,Ucluelet,49.15332,-125.909777,19-01-23 13:49,2765,Transportation,Div6,1
202.77.129.150-10.42.0.211-443-44414-6,73,Female,272 Main Street,Ucluelet,49.15332,-125.909777,19-01-23 15:07,6521,Commerical,Div5,0
10.42.0.42-119.146.74.33-40625-443-6,62,Female,2400 Arbutus Road,Victoria,48.471607,-123.300044,19-01-23 15:13,1193,Commercial Shops,Div4,0
10.42.0.211-23.206.125.17-38481-80-6,61,Female,2400 Arbutus Road,Victoria,48.471607,-123.300044,19-01-23 15:55,1240,Industrial,Div3,0
172.217.11.10-10.42.0.151-443-52850-6,44,Male,2400 Arbutus Road,Victoria,48.471607,-123.300044,19-01-23 16:30,1465,Residential,Div15,0
10.42.0.211-36.51.254.232-41807-443-6,77,Female,201-4152 Redford Street,Port Alberni,49.244814,-124.795692,19-01-23 16:34,3980,Transportation,Div12,0
10.42.0.211-10.42.0.1-31246-53-17,73,Female,201-4152 Redford Street,Port Alberni,49.244814,-124.795692,19-01-23 16:35,4190,Commerical,Div11,1
10.42.0.211-10.42.0.1-51999-53-17,48,Male,201-4152 Redford Street,Port Alberni,49.244814,-124.795692,19-01-23 16:41,693,Commercial Shops,Div11,1
182.22.65.138-10.42.0.42-443-52190-6,58,Female,615 Tenth Street,Courtenay,49.686063,-125.000139,19-01-23 17:15,1520,Industrial,Div10,0
216.58.219.228-10.42.0.211-443-39998-6,50,Male,615 Tenth Street,Courtenay,49.686063,-125.000139,19-01-23 17:29,0,Residential,Div1,0
175.100.207.231-10.42.0.151-80-51533-6,60,Female,2000 Island Highway N,Nanaimo,49.191493,-123.966722,19-01-23 17:40,1640,Transportation,Div2,0
10.42.0.42-61.135.185.139-53274-80-6,64,Female,2000 Island Highway N,Nanaimo,49.191493,-123.966722,19-01-23 17:59,140,Commerical,Div4,1
172.217.12.198-10.42.0.151-443-51223-6,69,Male,547 Michigan Street,Victoria,48.417044,-123.370756,19-01-23 18:21,650,Commercial Shops,Div10,1
10.42.0.1-10.42.0.42-53-2743-17,61,Female,547 Michigan Street,Victoria,48.417044,-123.370756,19-01-23 18:29,650,Industrial,Div11,1
172.217.12.202-10.42.0.151-443-57194-6,47,Male,547 Michigan Street,Victoria,48.417044,-123.370756,19-01-23 18:38,8720,Residential,Div7,1
10.42.0.211-31.13.71.7-36126-443-6,61,Female,2400 Arbutus Road,Victoria,48.471607,-123.300044,20-01-23 8:13,5500,Transportation,Div6,1
198.105.244.11-10.42.0.151-80-35864-6,62,Female,2400 Arbutus Road,Victoria,48.471607,-123.300044,20-01-23 8:28,1380,Commerical,Div5,0
220.243.219.55-10.42.0.151-80-42899-6,82,Male,100-4420 Chatterton Way,Victoria,48.487486,-123.383149,20-01-23 8:55,600,Commercial Shops,Div4,1
172.217.10.99-10.42.0.211-443-49819-6,64,Male,3088 Gibbins Road,Duncan,48.784926,-123.724208,20-01-23 8:59,1520,Industrial,Div3,0
10.42.0.211-103.235.46.211-56422-443-6,48,Male,3088 Gibbins Road,Duncan,48.784926,-123.724208,20-01-23 9:09,2682,Residential,Div15,0
180.149.138.197-10.42.0.42-80-42705-6,57,Male,3088 Gibbins Road,Duncan,48.784926,-123.724208,20-01-23 9:30,2384,Transportation,Div12,0
10.42.0.151-54.192.38.88-40947-443-6,62,Female,3151 Barons Road,Nanaimo,49.20859,-124.00188,20-01-23 9:59,4490,Commerical,Div11,1
10.42.0.151-10.42.0.1-1337-53-17,30,Male,3151 Barons Road,Nanaimo,49.20859,-124.00188,20-01-23 10:13,1265,Commercial Shops,Div1,0
10.42.0.1-10.42.0.42-53-48411-17,69,Male,3151 Barons Road,Nanaimo,49.20859,-124.00188,20-01-23 10:28,0,Industrial,Div2,1
222.73.28.96-10.42.0.211-80-56951-6,59,Male,4780 Roger Street,Port Alberni,49.254523,-124.806431,20-01-23 10:40,0,Residential,Div4,0
10.42.0.211-77.234.42.92-39074-443-6,70,Female,4780 Roger Street,Port Alberni,49.254523,-124.806431,20-01-23 10:40,720,Transportation,Div10,1
10.42.0.211-10.42.0.1-32127-53-17,55,Male,4780 Roger Street,Port Alberni,49.254523,-124.806431,20-01-23 10:52,198,Commerical,Div11,0
172.217.3.110-10.42.0.151-443-42014-6,57,Female,272 Main Street,Ucluelet,49.15332,-125.909777,20-01-23 10:54,270,Commercial Shops,Div7,1
10.42.0.42-91.190.217.47-48639-12350-6,35,Male,272 Main Street,Ucluelet,49.15332,-125.909777,20-01-23 11:10,1460,Industrial,Div6,1
216.58.217.132-10.42.0.151-443-35271-6,69,Female,272 Main Street,Ucluelet,49.15332,-125.909777,20-01-23 11:24,1640,Residential,Div5,0
10.42.0.211-123.125.29.220-32831-80-6,33,Male,941 England Avenue,Courtenay,49.688369,-124.998312,20-01-23 11:34,250,Transportation,Div4,1
157.240.18.35-10.42.0.151-443-42866-6,55,Male,941 England Avenue,Courtenay,49.688369,-124.998312,20-01-23 11:43,250,Commerical,Div3,0
172.217.10.78-10.42.0.42-443-46249-6,67,Male,941 England Avenue,Courtenay,49.688369,-124.998312,20-01-23 12:19,1090,Commercial Shops,Div15,0
172.217.6.234-10.42.0.42-443-35857-6,45,Male,207-1040 Shoppers Row,Campbell River,50.026139,-125.244391,20-01-23 12:29,1090,Industrial,Div12,1
10.42.0.211-10.42.0.1-56200-53-17,52,Male,207-1040 Shoppers Row,Campbell River,50.026139,-125.244391,20-01-23 12:55,1090,Residential,Div11,1
172.217.7.8-10.42.0.211-443-32960-6,48,Male,207-1040 Shoppers Row,Campbell River,50.026139,-125.244391,20-01-23 13:06,1750,Transportation,Div10,0
10.42.0.211-54.239.17.113-36142-443-6,74,Male,2750 Kingcome Place,Port McNeill,50.58026,-127.067379,20-01-23 13:19,2060,Commerical,Div1,1
172.217.9.238-10.42.0.151-443-41694-6,59,Female,2750 Kingcome Place,Port McNeill,50.58026,-127.067379,20-01-23 14:20,2002,Commercial Shops,Div2,0
216.58.219.196-10.42.0.211-443-35633-6,73,Male,2750 Kingcome Place,Port McNeill,50.58026,-127.067379,20-01-23 14:40,0,Industrial,Div4,1
172.217.10.14-10.42.0.151-443-57703-6,62,Female,102-321 Lower Ganges Road,Ganges,48.859709,-123.507962,20-01-23 14:48,0,Residential,Div10,0
216.58.217.132-10.42.0.42-443-38318-6,53,Female,102-321 Lower Ganges Road,Ganges,48.859709,-123.507962,20-01-23 14:55,4490,Transportation,Div11,1
10.42.0.211-10.42.0.1-10106-53-17,59,Female,102-321 Lower Ganges Road,Ganges,48.859709,-123.507962,20-01-23 15:26,1328,Commerical,Div7,0
10.42.0.211-104.254.66.16-39880-80-6,60,Male,3939 Quadra Street,Victoria,48.465527,-123.360685,20-01-23 15:44,1604,Commercial Shops,Div6,0
239.255.255.250-10.42.0.1-1900-54300-17,60,Male,3939 Quadra Street,Victoria,48.465527,-123.360685,20-01-23 16:08,3790,Industrial,Div5,0
10.42.0.151-104.244.42.130-47234-443-6,64,Male,207-1040 Shoppers Row,Campbell River,50.026139,-125.244391,20-01-23 16:09,1802,Residential,Div4,0
10.42.0.211-10.42.0.1-52542-53-17,65,Female,207-1040 Shoppers Row,Campbell River,50.026139,-125.244391,20-01-23 16:21,1640,Transportation,Div3,0
172.217.10.109-10.42.0.151-443-40042-6,52,Female,2328 Trent Street,Victoria,48.43242,-123.323847,20-01-23 16:24,1510,Commerical,Div15,1
172.217.12.173-10.42.0.151-443-40686-6,74,Female,2328 Trent Street,Victoria,48.43242,-123.323847,20-01-23 16:38,1250,Commercial Shops,Div12,1
198.105.244.11-10.42.0.151-80-37564-6,53,Female,1111 4th Avenue,Ladysmith,48.995647,-123.82768,20-01-23 16:40,2500,Industrial,Div11,0
172.217.11.46-10.42.0.211-443-40558-6,52,Male,1111 4th Avenue,Ladysmith,48.995647,-123.82768,20-01-23 16:47,2470,Residential,Div1,0
203.205.158.63-10.42.0.211-80-54007-6,65,Male,1111 4th Avenue,Ladysmith,48.995647,-123.82768,20-01-23 17:45,2790,Transportation,Div2,0
10.42.0.151-13.107.3.128-51799-443-6,62,Female,1111 4th Avenue,Ladysmith,48.995647,-123.82768,21-01-23 8:05,693,Commerical,Div4,1
